"STATISTIC","Statistic Label","TLIST(A1)","Year","C02480V03003","Type of Offence","C02479V04377","Garda Region","UNIT","VALUE"
"RCD06C03","Detected crimes","2021","2021","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","Number","15"
"RCD06C03","Detected crimes","2021","2021","05","Kidnapping and Related Offences","20","North Western Region","Number","12"
"RCD06C03","Detected crimes","2021","2021","05","Kidnapping and Related Offences","30","Eastern Region","Number","21"
"RCD06C03","Detected crimes","2021","2021","05","Kidnapping and Related Offences","40","Southern Region","Number","17"
"RCD06C03","Detected crimes","2021","2021","05","Kidnapping and Related Offences","IE0","State","Number","65"
"RCD06C03","Detected crimes","2021","2021","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","Number","322"
"RCD06C03","Detected crimes","2021","2021","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","Number","35"
"RCD06C03","Detected crimes","2021","2021","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","Number","86"
"RCD06C03","Detected crimes","2021","2021","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","Number","82"
"RCD06C03","Detected crimes","2021","2021","06","Robbery, Extortion and Hijacking Offences","IE0","State","Number","525"
"RCD06C03","Detected crimes","2021","2021","07","Burglary and Related Offences","10","Dublin Metropolitan Region","Number","756"
"RCD06C03","Detected crimes","2021","2021","07","Burglary and Related Offences","20","North Western Region","Number","239"
"RCD06C03","Detected crimes","2021","2021","07","Burglary and Related Offences","30","Eastern Region","Number","437"
"RCD06C03","Detected crimes","2021","2021","07","Burglary and Related Offences","40","Southern Region","Number","419"
"RCD06C03","Detected crimes","2021","2021","07","Burglary and Related Offences","IE0","State","Number","1851"
"RCD06C03","Detected crimes","2021","2021","08","Theft and Related Offences","10","Dublin Metropolitan Region","Number","7734"
"RCD06C03","Detected crimes","2021","2021","08","Theft and Related Offences","20","North Western Region","Number","1893"
"RCD06C03","Detected crimes","2021","2021","08","Theft and Related Offences","30","Eastern Region","Number","3260"
"RCD06C03","Detected crimes","2021","2021","08","Theft and Related Offences","40","Southern Region","Number","3389"
"RCD06C03","Detected crimes","2021","2021","08","Theft and Related Offences","IE0","State","Number","16276"
"RCD06C03","Detected crimes","2021","2021","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","Number","631"
"RCD06C03","Detected crimes","2021","2021","09","Fraud, Deception and Related Offences","20","North Western Region","Number","283"
"RCD06C03","Detected crimes","2021","2021","09","Fraud, Deception and Related Offences","30","Eastern Region","Number","343"
"RCD06C03","Detected crimes","2021","2021","09","Fraud, Deception and Related Offences","40","Southern Region","Number","331"
"RCD06C03","Detected crimes","2021","2021","09","Fraud, Deception and Related Offences","IE0","State","Number","1588"
"RCD06C03","Detected crimes","2021","2021","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","6752"
"RCD06C03","Detected crimes","2021","2021","10","Controlled Drug Offences","20","North Western Region","Number","2500"
"RCD06C03","Detected crimes","2021","2021","10","Controlled Drug Offences","30","Eastern Region","Number","4318"
"RCD06C03","Detected crimes","2021","2021","10","Controlled Drug Offences","40","Southern Region","Number","4539"
"RCD06C03","Detected crimes","2021","2021","10","Controlled Drug Offences","IE0","State","Number","18109"
"RCD06C03","Detected crimes","2021","2021","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","908"
"RCD06C03","Detected crimes","2021","2021","11","Weapons and Explosives Offences","20","North Western Region","Number","298"
"RCD06C03","Detected crimes","2021","2021","11","Weapons and Explosives Offences","30","Eastern Region","Number","320"
"RCD06C03","Detected crimes","2021","2021","11","Weapons and Explosives Offences","40","Southern Region","Number","386"
"RCD06C03","Detected crimes","2021","2021","11","Weapons and Explosives Offences","IE0","State","Number","1912"
"RCD06C03","Detected crimes","2021","2021","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","1601"
"RCD06C03","Detected crimes","2021","2021","12","Damage to Property and to the Environment","20","North Western Region","Number","822"
"RCD06C03","Detected crimes","2021","2021","12","Damage to Property and to the Environment","30","Eastern Region","Number","951"
"RCD06C03","Detected crimes","2021","2021","12","Damage to Property and to the Environment","40","Southern Region","Number","1047"
"RCD06C03","Detected crimes","2021","2021","12","Damage to Property and to the Environment","IE0","State","Number","4421"
"RCD06C03","Detected crimes","2021","2021","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","8650"
"RCD06C03","Detected crimes","2021","2021","13","Public Order and other Social Code Offences","20","North Western Region","Number","4808"
"RCD06C03","Detected crimes","2021","2021","13","Public Order and other Social Code Offences","30","Eastern Region","Number","4511"
"RCD06C03","Detected crimes","2021","2021","13","Public Order and other Social Code Offences","40","Southern Region","Number","6276"
"RCD06C03","Detected crimes","2021","2021","13","Public Order and other Social Code Offences","IE0","State","Number","24245"
"RCD06C03","Detected crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","3771"
"RCD06C03","Detected crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","1023"
"RCD06C03","Detected crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","1224"
"RCD06C03","Detected crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","1185"
"RCD06C03","Detected crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number","7203"
"RCD06C03","Detected crimes","2022","2022","01","Homicide Offences","10","Dublin Metropolitan Region","Number","17"
"RCD06C03","Detected crimes","2022","2022","01","Homicide Offences","20","North Western Region","Number","12"
"RCD06C03","Detected crimes","2022","2022","01","Homicide Offences","30","Eastern Region","Number","23"
"RCD06C03","Detected crimes","2022","2022","01","Homicide Offences","40","Southern Region","Number","16"
"RCD06C03","Detected crimes","2022","2022","01","Homicide Offences","IE0","State","Number","68"
"RCD06C03","Detected crimes","2022","2022","02","Sexual Offences","10","Dublin Metropolitan Region","Number","176"
"RCD06C03","Detected crimes","2022","2022","02","Sexual Offences","20","North Western Region","Number","111"
"RCD06C03","Detected crimes","2022","2022","02","Sexual Offences","30","Eastern Region","Number","191"
"RCD06C03","Detected crimes","2022","2022","02","Sexual Offences","40","Southern Region","Number","113"
"RCD06C03","Detected crimes","2022","2022","02","Sexual Offences","IE0","State","Number","591"
"RCD06C03","Detected crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","Number","1720"
"RCD06C03","Detected crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","Number","1848"
"RCD06C03","Detected crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","Number","2177"
"RCD06C03","Detected crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","Number","2040"
"RCD06C03","Detected crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","Number","7785"
"RCD06C03","Detected crimes","2022","2022","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","Number","1779"
"RCD06C03","Detected crimes","2022","2022","04","Dangerous or Negligent Acts","20","North Western Region","Number","1861"
"RCD06C03","Detected crimes","2022","2022","04","Dangerous or Negligent Acts","30","Eastern Region","Number","1805"
"RCD06C03","Detected crimes","2022","2022","04","Dangerous or Negligent Acts","40","Southern Region","Number","1643"
"RCD06C03","Detected crimes","2022","2022","04","Dangerous or Negligent Acts","IE0","State","Number","7088"
"RCD06C03","Detected crimes","2022","2022","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","Number","23"
"RCD06C03","Detected crimes","2022","2022","05","Kidnapping and Related Offences","20","North Western Region","Number","15"
"RCD06C03","Detected crimes","2022","2022","05","Kidnapping and Related Offences","30","Eastern Region","Number","14"
"RCD06C03","Detected crimes","2022","2022","05","Kidnapping and Related Offences","40","Southern Region","Number","12"
"RCD06C03","Detected crimes","2022","2022","05","Kidnapping and Related Offences","IE0","State","Number","64"
"RCD06C03","Detected crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","Number","329"
"RCD06C03","Detected crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","Number","46"
"RCD06C03","Detected crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","Number","128"
"RCD06C03","Detected crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","Number","106"
"RCD06C03","Detected crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","IE0","State","Number","609"
"RCD06C03","Detected crimes","2022","2022","07","Burglary and Related Offences","10","Dublin Metropolitan Region","Number","871"
"RCD06C03","Detected crimes","2022","2022","07","Burglary and Related Offences","20","North Western Region","Number","272"
"RCD06C03","Detected crimes","2022","2022","07","Burglary and Related Offences","30","Eastern Region","Number","449"
"RCD06C03","Detected crimes","2022","2022","07","Burglary and Related Offences","40","Southern Region","Number","452"
"RCD06C03","Detected crimes","2022","2022","07","Burglary and Related Offences","IE0","State","Number","2044"
"RCD06C03","Detected crimes","2022","2022","08","Theft and Related Offences","10","Dublin Metropolitan Region","Number","9482"
"RCD06C03","Detected crimes","2022","2022","08","Theft and Related Offences","20","North Western Region","Number","2519"
"RCD06C03","Detected crimes","2022","2022","08","Theft and Related Offences","30","Eastern Region","Number","4585"
"RCD06C03","Detected crimes","2022","2022","08","Theft and Related Offences","40","Southern Region","Number","4825"
"RCD06C03","Detected crimes","2022","2022","08","Theft and Related Offences","IE0","State","Number","21411"
"RCD06C03","Detected crimes","2022","2022","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","Number","505"
